grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
repunira	ʁəpyniʁa	ʁəpyniʁa	ʁəpyniʁa	ʁəpyniʁa	compound	rep|unira	0.0	0.0	0.0	ʁəpyniʁa	ʁəpyniʁa	0.0	0.0
repuniraient	ʁəpyniʁɛ	ʁəpyniʁe	ʁəpyniʁɛ	ʁəpyniʁɛ	compound	repunirai|ent	0.125	0.0	0.0	ʁəpyniʁɛ	ʁəpyniʁɛ	0.0	0.0
repunirais	ʁəpyniʁɛ	ʁəpyniʁe	ʁəpyniʁɛ	ʁəpyniʁɛ	compound	repunirai|s	0.125	0.0	0.0	ʁəpyniʁɛ	ʁəpyniʁɛ	0.0	0.0
repunirait	ʁəpyniʁɛ	ʁəpyniʁet	ʁəpyniʁɛ	ʁəpyniʁɛ	compound	repunirai|t	0.2222222222222222	0.0	0.0	ʁəpyniʁɛ	ʁəpyniʁɛ	0.0	0.0
repuniras	ʁəpyniʁa	ʁəpyniʁa	ʁəpyniʁa	ʁəpyniʁa	compound	rep|uniras	0.0	0.0	0.0	ʁəpyniʁa	ʁəpyniʁa	0.0	0.0
repunirent	ʁəpyniʁ	ʁəpyniʁ	ʁəpyniʁ	ʁəpyniʁ	compound	rep|unirent	0.0	0.0	0.0	ʁəpyniʁ	ʁəpyniʁ	0.0	0.0
repunirez	ʁəpyniʁe	ʁəpyniʁe	ʁəpyniʁe	ʁəpyniʁe	compound	rep|unirez	0.0	0.0	0.0	ʁəpyniʁe	ʁəpyniʁe	0.0	0.0
repuniriez	ʁəpyniʁje	ʁəpyniʁje	ʁəpyniʁje	ʁəpyniʁje	compound	rep|uniriez	0.0	0.0	0.0	ʁəpyniʁje	ʁəpyniʁje	0.0	0.0
repunirions	ʁəpyniʁjɔ	ʁəpyniʁjɔ	ʁəpyniʁjɔ	ʁəpyniʁjɔ	compound	rep|unirions	0.0	0.0	0.0	ʁəpyniʁjɔ̃	ʁəpyniʁjɔ̃	0.1	0.1
repunirons	ʁəpyniʁɔ	ʁəpyniʁɔ	ʁəpyniʁɔ	ʁəpyniʁɔ	compound	rep|unirons	0.0	0.0	0.0	ʁəpyniʁɔ̃	ʁəpyniʁɔ̃	0.1111111111111111	0.1111111111111111
repuniront	ʁəpyniʁɔ	ʁəpyniʁɔ	ʁəpyniʁɔ	ʁəpyniʁɔ	compound	rep|uniront	0.0	0.0	0.0	ʁəpyniʁɔ̃	ʁəpyniʁɔ̃	0.1111111111111111	0.1111111111111111
repunissaient	ʁəpynisɛ	ʁəpynizɛ	ʁəpynisɛ	ʁəpynisɛ	compound	repunis|saient	0.125	0.0	0.0	ʁəpynisɛ	ʁəpynisɛ	0.0	0.0
repunissais	ʁəpynisɛ	ʁəpynizɛ	ʁəpynisɛ	ʁəpynisɛ	compound	repunis|sais	0.125	0.0	0.0	ʁəpynisɛ	ʁəpynisɛ	0.0	0.0
repunissait	ʁəpynisɛ	ʁəpynizɛ	ʁəpynisɛ	ʁəpynisɛ	compound	repunis|sait	0.125	0.0	0.0	ʁəpynisɛ	ʁəpynisɛ	0.0	0.0
repunissant	ʁəpynisɑ	ʁəpynisɑ	ʁəpynisɑ	ʁəpynisɑ	compound	repunis|sant	0.0	0.0	0.0	ʁəpynisɑ̃	ʁəpynisɑ̃	0.1111111111111111	0.1111111111111111
repunisse	ʁəpynis	ʁəpyniz	ʁəpynis	ʁəpynis	compound	repunis|se	0.14285714285714285	0.0	0.0	ʁəpynis	ʁəpynis	0.0	0.0
repunissent	ʁəpynis	ʁəpyniz	ʁəpynis	ʁəpynis	compound	repunis|sent	0.14285714285714285	0.0	0.0	ʁəpynis	ʁəpynis	0.0	0.0
repunisses	ʁəpynis	ʁəpynis	ʁəpynis	ʁəpynis	compound	repunis|ses	0.0	0.0	0.0	ʁəpynis	ʁəpynis	0.0	0.0
repunissez	ʁəpynise	ʁəpynise	ʁəpynise	ʁəpynise	compound	repunis|sez	0.0	0.0	0.0	ʁəpnise	ʁəpynise	0.14285714285714285	0.0
repunissiez	ʁəpynisje	ʁəpynizje	ʁəpynisje	ʁəpynisje	compound	repunis|siez	0.1111111111111111	0.0	0.0	ʁəpynisje	ʁəpynisje	0.0	0.0
repunissions	ʁəpynisjɔ	ʁəpynizjɔ	ʁəpynisjɔ	ʁəpynisjɔ	compound	repunis|sions	0.1111111111111111	0.0	0.0	ʁəpynisjɔ̃	ʁəpynisjɔ̃	0.1	0.1
repunissons	ʁəpynisɔ	ʁəpynizɔ	ʁəpynisɔ	ʁəpynisɔ	compound	repunis|sons	0.125	0.0	0.0	ʁəpynisɔ̃	ʁəpynisɔ̃	0.1111111111111111	0.1111111111111111
repunîmes	ʁəpynim	ʁəpynim	ʁəpynim	ʁəpunim	compound	rep|unîmes	0.0	0.0	0.14285714285714285	ʁəpynim	ʁəpynim	0.0	0.0
repunît	ʁəpyni	ʁəpyni	ʁəpyni	ʁəpyni	compound	rep|unît	0.0	0.0	0.0	ʁəpuni	ʁəpyni	0.16666666666666666	0.0
repunîtes	ʁəpynit	ʁəpynit	ʁəpynit	ʁəpynit	compound	rep|unîtes	0.0	0.0	0.0	ʁəpynit	ʁəpynit	0.0	0.0
repéter	ʁəpete	ʁəpete	ʁəpete	ʁəpete	compound	re|péter	0.0	0.0	0.0	ʁəpete	ʁəpete	0.0	0.0
repétrir	ʁəpetʁiʁ	ʁəpetʁiʁ	ʁəpetʁiʁ	ʁəpetʁiʁ	compound	re|pétrir	0.0	0.0	0.0	ʁəpetʁiʁ	ʁəpetʁiʁ	0.0	0.0
requalification	ʁəkalifikasjɔ	ʁəkalifikasjɔ	ʁəkalifikasjɔ	ʁəkalifikasjɔ	compound	re|qualification	0.0	0.0	0.0	ʁəkalifikasjɔ̃	ʁəkalifikasjɔ̃	0.07142857142857142	0.07142857142857142
requalifier	ʁəkalifje	ʁəkalifje	ʁəkalifje	ʁəkalifje	compound	re|qualifier	0.0	0.0	0.0	ʁəkalifje	ʁəkalifje	0.0	0.0
rescindable	ʁəsɛdabl	ʁəsɛdabl	ʁɛsɛdabl	ʁɛɛdabl	compound	re|scinda|ble	0.0	0.125	0.2857142857142857	ʁɛsɛ̃dabl	ʁəsɛ̃dabl	0.2222222222222222	0.1111111111111111
rescinder	ʁəsɛde	ʁəsɛde	ʁɛsɛde	ʁɛɛde	compound	re|scinder	0.0	0.16666666666666666	0.4	ʁəsɛ̃de	ʁəsɛ̃de	0.14285714285714285	0.14285714285714285
resigner	ʁəsiɲe	ʁəsiɲe	ʁəzinje	ʁəziɲe	compound	re|signer	0.0	0.42857142857142855	0.16666666666666666	ʁəsiɲe	ʁəsiɲe	0.0	0.0
resiphonner	ʁəsifɔne	ʁəsifɔne	ʁəzifɔne	ʁəzifɔne	compound	re|siphonner	0.0	0.125	0.125	ʁəsifɔne	ʁəzifɔne	0.0	0.125
resituer	ʁəsitɥe	ʁəsitɥe	ʁəzitye	ʁəsitɥe	compound	re|situer	0.0	0.2857142857142857	0.0	ʁəsitɥe	ʁəzitɥe	0.0	0.14285714285714285
resocialiser	ʁəsɔsjalize	ʁəsɔsjalize	ʁəzosjalize	ʁəzɔsjalize	compound	re|socialiser	0.0	0.18181818181818182	0.09090909090909091	ʁəsɔsjalize	ʁəsɔsjalize	0.0	0.0
respectablement	ʁɛspɛktabləmɑ	ʁɛspɛktablmɑ	ʁɛspɛktabləmɑ	ʁɛspɛktabləmɑ	compound	respectable|ment	0.08333333333333333	0.0	0.0	ʁɛspɛktabləmɑ̃	ʁɛspɛktabləmɑ̃	0.07142857142857142	0.07142857142857142
resplendissamment	ʁɛsplɑdisamɑ	ʁɛsplɑdisammɑ	ʁɛsplɑdisamɑ	ʁɛsplɑdisamɑ	compound	resplendis|sam|ment	0.07692307692307693	0.0	0.0	ʁɛsplɑ̃disamɑ̃	ʁɛsplɑ̃disamɑ̃	0.14285714285714285	0.14285714285714285
responsivité	ʁɛspɔsivite	ʁɛspɔnsivite	ʁɛspɔsivite	ʁɛspɔsivite	compound	res|pon|si|vité	0.08333333333333333	0.0	0.0	ʁɛspɔ̃sivite	ʁɛspɔ̃sivite	0.08333333333333333	0.08333333333333333
responsivités	ʁɛspɔsivite	ʁɛspɔnsivite	ʁɛspɔsivite	ʁɛspɔsivite	compound	res|pon|si|vité|s	0.08333333333333333	0.0	0.0	ʁɛspɔ̃sivite	ʁɛspɔ̃sivite	0.08333333333333333	0.08333333333333333
ressayer	ʁeseje	ʁeseje	ʁəsɛje	ʁesɛje	compound	r|essayer	0.0	0.3333333333333333	0.16666666666666666	ʁeseje	ʁəsɛje	0.0	0.3333333333333333
ressuyer	ʁesɥije	ʁesɥije	ʁesyije	ʁesɥije	compound	r|essuyer	0.0	0.14285714285714285	0.0	ʁəsɥije	ʁəsɥije	0.14285714285714285	0.14285714285714285
restauratif	ʁɛstɔʁatif	ʁɛstɔʁatif	ʁɛstoʁatif	ʁɛstoʁatif	compound	restaura|tif	0.0	0.1	0.1	ʁɛstɔʁatif	ʁɛstɔʁatif	0.0	0.0
restaurative	ʁɛstɔʁativ	ʁɛstɔʁativ	ʁɛstoʁativ	ʁɛstoʁativ	compound	restaura|tive	0.0	0.1	0.1	ʁɛstɔʁativ	ʁɛstɔʁativ	0.0	0.0
restauroute	ʁɛstɔʁut	ʁɛstoʁut	ʁɛstoʁut	ʁɛstoʁut	compound	restau|route	0.125	0.125	0.125	ʁɛstɔʁut	ʁɛstɔʁut	0.0	0.0
restocka	ʁəstɔka	ʁəstɔka	ʁɛstɔka	ʁɛstɔka	compound	re|stocka	0.0	0.14285714285714285	0.14285714285714285	ʁəstɔka	ʁɛstɔka	0.0	0.14285714285714285
restockai	ʁəstɔke	ʁəstɔkɛ	ʁɛstɔke	ʁɛstɔskɛ	compound	re|stockai	0.14285714285714285	0.14285714285714285	0.375	ʁəstɔkɛ	ʁɛstɔkɛ	0.14285714285714285	0.2857142857142857
restockaient	ʁəstɔkɛ	ʁəstɔkɛ	ʁɛstɔkɛ	ʁɛstɔskɛ	compound	re|stockaient	0.0	0.14285714285714285	0.25	ʁəstɔkɛ	ʁɛstɔkɛ	0.0	0.14285714285714285
restockais	ʁəstɔkɛ	ʁəstɔkɛ	ʁɛstɔkɛ	ʁɛstɔskɛ	compound	re|stockais	0.0	0.14285714285714285	0.25	ʁəstɔkɛ	ʁɛstɔkɛ	0.0	0.14285714285714285
restockait	ʁəstɔkɛ	ʁəstɔkɛ	ʁɛstɔkɛ	ʁɛstɔskɛ	compound	re|stockait	0.0	0.14285714285714285	0.25	ʁəstɔkɛ	ʁɛstɔkɛ	0.0	0.14285714285714285
restockant	ʁəstɔkɑ	ʁəstɔkɑ	ʁɛstɔkɑ	ʁɛstɔskɑ	compound	re|stockant	0.0	0.14285714285714285	0.25	ʁəstɔkɑ̃	ʁɛstɔkɑ̃	0.125	0.25
restockas	ʁəstɔka	ʁəstɔka	ʁɛstɔka	ʁɛstɔska	compound	re|stockas	0.0	0.14285714285714285	0.25	ʁəstɔka	ʁɛstɔka	0.0	0.14285714285714285
restockasse	ʁəstɔkas	ʁəstɔkas	ʁɛstɔkas	ʁɛstɔskas	compound	re|stockasse	0.0	0.125	0.2222222222222222	ʁəstɔkas	ʁɛstɔkas	0.0	0.125
restockassent	ʁəstɔkas	ʁəstɔkas	ʁɛstɔkas	ʁɛstɔskas	compound	re|stockassent	0.0	0.125	0.2222222222222222	ʁəstɔkas	ʁɛstɔkas	0.0	0.125
restockasses	ʁəstɔkas	ʁəstɔkas	ʁɛstɔkas	ʁɛstɔskas	compound	re|stockasses	0.0	0.125	0.2222222222222222	ʁəstɔkas	ʁɛstɔkas	0.0	0.125
restockassiez	ʁəstɔkasje	ʁəstɔkasje	ʁɛstɔkasje	ʁɛstɔskasje	compound	re|stockassiez	0.0	0.1	0.18181818181818182	ʁəstɔkasje	ʁɛstɔkasje	0.0	0.1
restockassions	ʁəstɔkasjɔ	ʁəstɔkasjɔ	ʁɛstɔkasjɔ	ʁɛstɔskasjɔ	compound	re|stockassions	0.0	0.1	0.18181818181818182	ʁəstɔkasjɔ̃	ʁɛstɔkasjɔ̃	0.09090909090909091	0.18181818181818182
restocke	ʁəstɔk	ʁəstɔk	ʁɛstɔk	ʁɛstɔk	compound	re|stocke	0.0	0.16666666666666666	0.16666666666666666	ʁəstɔk	ʁɛstɔk	0.0	0.16666666666666666
restockent	ʁəstɔk	ʁəstɔk	ʁɛstɔk	ʁɛstɔsk	compound	re|stockent	0.0	0.16666666666666666	0.2857142857142857	ʁəstɔk	ʁɛstɔk	0.0	0.16666666666666666
restockera	ʁəstɔkʁa	ʁəstɔkəʁa	ʁɛstɔkʁa	ʁɛstɔkœʁa	compound	re|stockera	0.1111111111111111	0.125	0.2222222222222222	ʁəstɔkəʁa	ʁɛstɔkəʁa	0.1111111111111111	0.2222222222222222
restockeraient	ʁəstɔkʁɛ	ʁəstɔkʁe	ʁɛstɔkʁɛ	ʁɛstɔkəʁɛ	compound	restockerai|ent	0.125	0.125	0.2222222222222222	ʁəstɔkəʁɛ	ʁɛstɔkəʁɛ	0.1111111111111111	0.2222222222222222
restockerais	ʁəstɔkʁɛ	ʁəstɔkʁe	ʁɛstɔkʁɛ	ʁɛstɔkəʁɛ	compound	restockerai|s	0.125	0.125	0.2222222222222222	ʁəstɔkəʁɛ	ʁɛstɔkəʁɛ	0.1111111111111111	0.2222222222222222
restockerait	ʁəstɔkʁɛ	ʁəstɔkʁet	ʁɛstɔkʁɛ	ʁɛstɔkəʁɛ	compound	restockerai|t	0.2222222222222222	0.125	0.2222222222222222	ʁəstɔkəʁɛ	ʁɛstɔkəʁɛ	0.1111111111111111	0.2222222222222222
restockeras	ʁəstɔkʁa	ʁəstɔkəʁa	ʁɛstɔkʁa	ʁɛstɔkœʁa	compound	re|stockeras	0.1111111111111111	0.125	0.2222222222222222	ʁəstɔkəʁa	ʁɛstɔkəʁa	0.1111111111111111	0.2222222222222222
restockerez	ʁəstɔkʁe	ʁəstɔkəʁe	ʁɛstɔkʁe	ʁɛstɔkəʁe	compound	re|stockerez	0.1111111111111111	0.125	0.2222222222222222	ʁəstɔkəʁe	ʁɛstɔkəʁe	0.1111111111111111	0.2222222222222222
restockeriez	ʁəstɔkəʁje	ʁəstɔkəʁje	ʁɛstɔkəʁje	ʁɛstɔkœʁje	compound	re|stockeriez	0.0	0.1	0.2	ʁəstɔkəʁje	ʁɛstɔkəʁje	0.0	0.1
restockerions	ʁəstɔkəʁjɔ	ʁəstɔkəʁjɔ	ʁɛstɔkəʁjɔ	ʁɛstɔkœʁjɔ	compound	re|stockerions	0.0	0.1	0.2	ʁəstɔkəʁjɔ̃	ʁɛstɔkəʁjɔ̃	0.09090909090909091	0.18181818181818182
restockerons	ʁəstɔkʁɔ	ʁəstɔkəʁɔ	ʁɛstɔkʁɔ	ʁɛstɔkɛʁɔ	compound	re|stockerons	0.1111111111111111	0.125	0.2222222222222222	ʁəstɔkəʁɔ̃	ʁɛstɔkəʁɔ̃	0.2	0.3
restockeront	ʁəstɔkʁɔ	ʁəstɔkəʁɔ	ʁɛstɔkʁɔ	ʁɛstɔkɛʁɔ	compound	re|stockeront	0.1111111111111111	0.125	0.2222222222222222	ʁəstɔkəʁɔ̃	ʁɛstɔkəʁɔ̃	0.2	0.3
restockes	ʁəstɔk	ʁəstɔk	ʁɛstɔk	ʁɛstɔsk	compound	re|stockes	0.0	0.16666666666666666	0.2857142857142857	ʁəstɔk	ʁɛstɔk	0.0	0.16666666666666666
restockez	ʁəstɔke	ʁəstɔke	ʁɛstɔke	ʁɛstɔke	compound	re|stockez	0.0	0.14285714285714285	0.14285714285714285	ʁəstɔke	ʁɛstɔke	0.0	0.14285714285714285
restockiez	ʁəstɔkje	ʁəstɔkje	ʁɛstɔkje	ʁɛstɔskje	compound	re|stockiez	0.0	0.125	0.2222222222222222	ʁəstɔkje	ʁɛstɔkje	0.0	0.125
restockions	ʁəstɔkjɔ	ʁəstɔkjɔ	ʁɛstɔkjɔ	ʁɛstɔskjɔ	compound	re|stockions	0.0	0.125	0.2222222222222222	ʁəstɔkjɔ̃	ʁɛstɔkjɔ̃	0.1111111111111111	0.2222222222222222
restockons	ʁəstɔkɔ	ʁəstɔkɔ	ʁɛstɔkɔ	ʁɛstɔskɔ	compound	re|stockons	0.0	0.14285714285714285	0.25	ʁəstɔkɔ̃	ʁɛstɔkɔ̃	0.125	0.25
restockâmes	ʁəstɔkam	ʁəstɔkam	ʁɛstɔkam	ʁɛstɔkam	compound	re|stockâmes	0.0	0.125	0.125	ʁəstɔkam	ʁɛstɔkam	0.0	0.125
restockât	ʁəstɔka	ʁəstɔka	ʁɛstɔka	ʁɛstɔka	compound	re|stockât	0.0	0.14285714285714285	0.14285714285714285	ʁəstɔka	ʁɛstɔka	0.0	0.14285714285714285
restockâtes	ʁəstɔkat	ʁəstɔkat	ʁɛstɔkat	ʁɛstɔkat	compound	re|stockâtes	0.0	0.125	0.125	ʁəstɔkat	ʁɛstɔkat	0.0	0.125
restockèrent	ʁəstɔkɛʁ	ʁəstɔkɛʁ	ʁɛstɔkɛʁ	ʁɛstɔkɛʁ	compound	re|stockèrent	0.0	0.125	0.125	ʁəstɔkɛʁ	ʁɛstɔkɛʁ	0.0	0.125
restocké	ʁəstɔke	ʁəstɔke	ʁɛstɔke	ʁɛstɔke	compound	re|stocké	0.0	0.14285714285714285	0.14285714285714285	ʁəstɔke	ʁɛstɔke	0.0	0.14285714285714285
resve	ʁɛv	ʁɛsv	ʁɛzv	ʁɛsv	compound	res|ve	0.25	0.25	0.25	ʁɛv	ʁɛzv	0.0	0.25
retoquer	ʁətɔke	ʁətɔke	ʁətoke	ʁətɔke	compound	re|toquer	0.0	0.16666666666666666	0.0	ʁətɔke	ʁətɔke	0.0	0.0
retraire	ʁətʁɛʁ	ʁətʁɛʁ	ʁətʁɛʁ	ʁətʁɛʁ	compound	re|traire	0.0	0.0	0.0	ʁətʁɛʁ	ʁətʁɛʁ	0.0	0.0
retransférer	ʁətʁɑsfeʁe	ʁətʁɑsfeʁe	ʁətʁɑsfeʁe	ʁətʁɑsfeʁe	compound	re|transférer	0.0	0.0	0.0	ʁətʁɑ̃sfeʁe	ʁətʁɑ̃sfeʁe	0.09090909090909091	0.09090909090909091
retéléphoner	ʁətelefɔne	ʁətelefɔne	ʁətelefone	ʁətelefɔne	compound	re|téléphoner	0.0	0.1	0.0	ʁətelefɔne	ʁətelefɔne	0.0	0.0
reuf	ʁœf	ʁœf	ʁœf	ʁœf	compound	reu|f	0.0	0.0	0.0	ʁœf	ʁœf	0.0	0.0
reum	ʁœm	ʁœm	ʁœm	ʁœm	compound	reu|m	0.0	0.0	0.0	ʁœm	ʁœm	0.0	0.0
reup	ʁœp	ʁœp	ʁœp	ʁøp	compound	reu|p	0.0	0.0	0.3333333333333333	ʁœp	ʁœp	0.0	0.0
reverni	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	compound	re|verni	0.0	0.0	0.0	ʁəvɛʁni	ʁəvɛʁni	0.0	0.0
revernir	ʁəvɛʁniʁ	ʁəvɛʁniʁ	ʁəvɛʁniʁ	ʁəvɛʁniʁ	compound	re|vernir	0.0	0.0	0.0	ʁəvɛʁniʁ	ʁəvɛʁniʁ	0.0	0.0
revernira	ʁəvɛʁniʁa	ʁəvɛʁniʁa	ʁəvɛʁniʁa	ʁəvɛʁniʁa	compound	re|vernira	0.0	0.0	0.0	ʁəvɛʁniʁa	ʁəvɛʁniʁa	0.0	0.0
reverniraient	ʁəvɛʁniʁɛ	ʁəvɛʁniʁe	ʁəvɛʁniʁɛ	ʁəvɛʁniʁɛ	compound	revernirai|ent	0.1111111111111111	0.0	0.0	ʁəvɛʁniʁɛ	ʁəvɛʁniʁɛ	0.0	0.0
revernirais	ʁəvɛʁniʁɛ	ʁəvɛʁniʁe	ʁəvɛʁniʁɛ	ʁəvɛʁniʁɛ	compound	revernirai|s	0.1111111111111111	0.0	0.0	ʁəvɛʁniʁɛ	ʁəvɛʁniʁɛ	0.0	0.0
revernirait	ʁəvɛʁniʁɛ	ʁəvɛʁniʁet	ʁəvɛʁniʁɛ	ʁəvɛʁniʁɛ	compound	revernirai|t	0.2	0.0	0.0	ʁəvɛʁniʁɛ	ʁəvɛʁniʁɛ	0.0	0.0
reverniras	ʁəvɛʁniʁa	ʁəvɛʁniʁa	ʁəvɛʁniʁa	ʁəvɛʁniʁa	compound	re|verniras	0.0	0.0	0.0	ʁəvɛʁniʁa	ʁəvɛʁniʁa	0.0	0.0
revernirent	ʁəvɛʁniʁ	ʁəvɛʁniʁ	ʁəvɛʁniʁ	ʁəvɛʁniʁ	compound	re|vernirent	0.0	0.0	0.0	ʁəvɛʁniʁ	ʁəvɛʁniʁ	0.0	0.0
revernirez	ʁəvɛʁniʁe	ʁəvɛʁniʁe	ʁəvɛʁniʁe	ʁəvɛʁniʁe	compound	re|vernirez	0.0	0.0	0.0	ʁəvɛʁniʁe	ʁəvɛʁniʁe	0.0	0.0
reverniriez	ʁəvɛʁniʁje	ʁəvɛʁniʁje	ʁəvɛʁniʁje	ʁəvɛʁniʁje	compound	re|verniriez	0.0	0.0	0.0	ʁəvɛʁniʁje	ʁəvɛʁniʁje	0.0	0.0
revernirions	ʁəvɛʁniʁjɔ	ʁəvɛʁniʁjɔ	ʁəvɛʁniʁjɔ	ʁəvɛʁniʁjɔ	compound	re|vernirions	0.0	0.0	0.0	ʁəvɛʁniʁjɔ̃	ʁəvɛʁniʁjɔ̃	0.09090909090909091	0.09090909090909091
revernirons	ʁəvɛʁniʁɔ	ʁəvɛʁniʁɔ	ʁəvɛʁniʁɔ	ʁəvɛʁniʁɔ	compound	re|vernirons	0.0	0.0	0.0	ʁəvɛʁniʁɔ̃	ʁəvɛʁniʁɔ̃	0.1	0.1
reverniront	ʁəvɛʁniʁɔ	ʁəvɛʁniʁɔ	ʁəvɛʁniʁɔ	ʁəvɛʁniʁɔ	compound	re|verniront	0.0	0.0	0.0	ʁəvɛʁniʁɔ̃	ʁəvɛʁniʁɔ̃	0.1	0.1
revernis	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	compound	re|vernis	0.0	0.0	0.0	ʁəvɛʁni	ʁəvɛʁni	0.0	0.0
revernissaient	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	compound	re|vernissaient	0.0	0.0	0.0	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	0.0	0.0
revernissais	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	compound	re|vernissais	0.0	0.0	0.0	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	0.0	0.0
revernissait	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	compound	re|vernissait	0.0	0.0	0.0	ʁəvɛʁnisɛ	ʁəvɛʁnisɛ	0.0	0.0
revernissant	ʁəvɛʁnisɑ	ʁəvɛʁnisɑ	ʁəvɛʁnisɑ	ʁəvɛʁnisɑ	compound	re|vernissant	0.0	0.0	0.0	ʁəvɛʁnisɑ̃	ʁəvɛʁnisɑ̃	0.1	0.1
revernisse	ʁəvɛʁnis	ʁəvɛʁnis	ʁəvɛʁnis	ʁəvɛʁnis	compound	re|vernisse	0.0	0.0	0.0	ʁəvɛʁnis	ʁəvɛʁnis	0.0	0.0
revernissent	ʁəvɛʁnis	ʁəvɛʁnis	ʁəvɛʁnis	ʁəvɛʁnis	compound	re|vernissent	0.0	0.0	0.0	ʁəvɛʁnis	ʁəvɛʁnis	0.0	0.0
revernisses	ʁəvɛʁnis	ʁəvɛʁnis	ʁəvɛʁnis	ʁəvɛʁnis	compound	re|vernisses	0.0	0.0	0.0	ʁəvɛʁnis	ʁəvɛʁnis	0.0	0.0
revernissez	ʁəvɛʁnise	ʁəvɛʁnise	ʁəvɛʁnise	ʁəvɛʁnise	compound	re|vernissez	0.0	0.0	0.0	ʁəvɛʁnise	ʁəvɛʁnise	0.0	0.0
revernissiez	ʁəvɛʁnisje	ʁəvɛʁnisje	ʁəvɛʁnisje	ʁəvɛʁnisje	compound	re|vernissiez	0.0	0.0	0.0	ʁəvɛʁnisje	ʁəvɛʁnisje	0.0	0.0
revernissions	ʁəvɛʁnisjɔ	ʁəvɛʁnisjɔ	ʁəvɛʁnisjɔ	ʁəvɛʁnisjɔ	compound	re|vernissions	0.0	0.0	0.0	ʁəvɛʁnisjɔ̃	ʁəvɛʁnisjɔ̃	0.09090909090909091	0.09090909090909091
revernissons	ʁəvɛʁnisɔ	ʁəvɛʁnisɔ	ʁəvɛʁnisɔ	ʁəvɛʁnisɔ	compound	re|vernissons	0.0	0.0	0.0	ʁəvɛʁnisɔ̃	ʁəvɛʁnisɔ̃	0.1	0.1
revernit	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	compound	re|vernit	0.0	0.0	0.0	ʁəvɛʁni	ʁəvɛʁni	0.0	0.0
revernîmes	ʁəvɛʁnim	ʁəvɛʁnim	ʁəvɛʁnim	ʁəvɛʁnim	compound	re|vernîmes	0.0	0.0	0.0	ʁəvɛʁnim	ʁəvɛʁnim	0.0	0.0
revernît	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	ʁəvɛʁni	compound	re|vernît	0.0	0.0	0.0	ʁəvɛʁni	ʁəvɛʁni	0.0	0.0
revernîtes	ʁəvɛʁnit	ʁəvɛʁnit	ʁəvɛʁnit	ʁəvɛʁnit	compound	re|vernîtes	0.0	0.0	0.0	ʁəvɛʁnit	ʁəvɛʁnit	0.0	0.0
reveuille	ʁəvœj	ʁəvœj	ʁəvœj	ʁəvœj	compound	re|veuille	0.0	0.0	0.0	ʁəvœj	ʁəvœj	0.0	0.0
revisiter	ʁəvizite	ʁəvizite	ʁəvizite	ʁəvizite	compound	re|visiter	0.0	0.0	0.0	ʁəvizite	ʁəvizite	0.0	0.0
revoler	ʁəvɔle	ʁəvɔle	ʁəvole	ʁəvɔle	compound	re|voler	0.0	0.16666666666666666	0.0	ʁəvɔle	ʁəvɔle	0.0	0.0
revouloir	ʁəvulwaʁ	ʁəvulwaʁ	ʁəvulwaʁ	ʁəvulwaʁ	compound	re|vouloir	0.0	0.0	0.0	ʁəvulwaʁ	ʁəvulwaʁ	0.0	0.0
rexiste	ʁɛksist	ʁɛgzist	ʁɛɡzist	ʁɛɡzist	compound	r|existe	0.2857142857142857	0.2857142857142857	0.2857142857142857	ʁəksit	ʁɛgzist	0.3333333333333333	0.2857142857142857
reçoir	ʁəswaʁ	ʁəswaʁ	ʁəswaʁ	ʁəswaʁ	compound	re|ç|oir	0.0	0.0	0.0	ʁəswaʁ	ʁəswaʁ	0.0	0.0
reçûtes	ʁəsyt	ʁəsyt	ʁəsyt	ʁəsyt	compound	[]	0.0	0.0	0.0	ʁəsyt	ʁəsyt	0.0	0.0
reêtre	ʁəɛtʁ	ʁəɛtʁ	ʁəɛtʁ	ʁɛtʁ	compound	re|être	0.0	0.0	0.25	ʁəɛtʁ	ʁəɛtʁ	0.0	0.0
reître	ʁɛtʁ	ʁɛtʁ	ʁɛtʁ	ʁɛtʁ	compound	[]	0.0	0.0	0.0	ʁɛtʁ	ʁɛtʁ	0.0	0.0
rhodique	ʁɔdik	ʁɔdik	ʁodik	ʁɔdik	compound	rho|dique	0.0	0.2	0.0	ʁɔdik	ʁɔdik	0.0	0.0
