grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
unerforscht	ʊnʔɛɐfɔʁʃt	ˈʊnʔɛɐˌfɔʁʃt	ˈʊnɛɾfˌɔɾʃt	ʔʊnʔɛːɐfɔʁstst	dict	[]	0.200	0.500	0.500
unerfreulich	ʊnʔɛɐfʁɔɪlɪc	ˈʊnʔɛɐˌfʁɔɪlɪc	ˈʊnɛɾfrˌɔølɪc	ʔʊnʔɛːɐfʁɔɔʏlɪc	dict	[]	0.167	0.500	0.333
unerfüllbar	ʊnʔɛɐfʏlbaːɐ	ˌʊnʔɛɐˈfʏlbaːɐ	ˈʊnɛɾfˌylbɑːɾ	ʔʊnʔɛːɐfʏllbaʁ	dict	[]	0.167	0.583	0.417
unergründlich	ʊnʔɛɐɡʁʏntlɪc	ˈʊnʔɛɐˌɡʁʏntlɪc	ˈʊnɛɾɡɾˌyntlɪc	ʔʊnʔɛːɐgʁʏntlɪc	dict	[]	0.154	0.462	0.231
unerhört	ʊnʔɛrhøːrt	ˈʊnʔɛɐˌhøːɐt	ˈʊnɛɾhˌœɾt	ʔʊnʔɛːɐhœʁt	dict	[]	0.400	0.600	0.600
unerklärlich	ʊnʔɛɐklɛːɐlɪc	ˈʊnʔɛɐˌklɛːɐlɪc	ˈʊnɛɾklˌɛːɾlɪc	ʔʊnʔɛːɐklɛːʁlɪc	dict	[]	0.154	0.385	0.231
unerlaubt	ʊnʔɛɐlaʊpt	ˈʊnʔɛɐˌlaʊpt	ˈʊnɛɾlˌaʊpt	ʔʊnʔɛːɐlaoːpt	dict	[]	0.200	0.400	0.400
unermüdlich	ʊnɛɐmyːtlɪc	ˈʊnʔɛɐˌmyːtlɪc	ˈʊnɛɾmˌyːtlɪc	ʊnɛɐmyːtlɪc	dict	[]	0.273	0.273	0.000
unerquicklich	ʊnʔɛɐkvɪklɪc	ˈʊnʔɛɐkvɪklɪc	ˈʊnɛɾkvˌɪklɪc	ʔʊnʔɛːɐkvuːɪklɪc	dict	[]	0.083	0.333	0.333
unerrechenbar	ʊnʔɛɐʁɛcnbaːɐ	ʊnʔɛɐˈʁɛcnbaːɐ	ˈʊnɛɾrˌɛcənbˌɑːɾ	ʔʊnʔɛːɐʁɛcɛnbaʁ	dict	[]	0.077	0.692	0.385
unerreichbar	ʊnʔɛɐʁaɪcbaːɐ	ˈʊnʔɛɐˌʁaɪcbaːɐ	ˈʊnɛɾrˌaɪcbɑːɾ	ʔʊnʔɛːɐʁaeːcbaʁ	dict	[]	0.154	0.538	0.462
unerschrocken	ʊnʔɛɐʃʁɔkn	ˈʊnʔɛɐˌʃʁɔkn	ˈʊnɛɾʃrˌɔkən	ʔʊnʔɛːɐʃʁɔkən	dict	[]	0.200	0.600	0.300
unerschwinglich	ʊnʔɛɐʃvɪŋlɪc	ʊnʔɛɐˈʃvɪŋlɪc	ˈʊnɛɾʃvˌɪŋlɪc	ʔʊnʔɛːɐʃvɪŋlɪc	dict	[]	0.083	0.333	0.167
unerschütterlich	ʊnʔɛɐʃʏtɐlɪc	ˈʊnʔɛɐˌʃʏtɐlɪc	ˈʊnɛɾʃˌytɜlˌɪc	ʔʊnʔɛːɐʃʏtɐlɪc	dict	[]	0.167	0.583	0.167
unersetzlich	ʊnʔɛɐzɛtslɪc	ˈʊnɛɾzˌɛtslɪc	ˈʊnɛɾzˌɛtslɪc	ʔʊnʔɛːɐzɛtslɪc	dict	[]	0.333	0.333	0.167
unersprießlich	ʊnʔɛɐʃpʁiːslɪc	ˈʊnʔɛɐˌʃpʁiːslɪc	ˈʊnɛɾʃpɾˌiːslɪc	ʔʊnʔɛːɐʃpʁiːsslɪc	dict	[]	0.143	0.357	0.214
unerträglich	ʊnɛɐtʁɛːklɪc	ˈʊnʔɛɐˌtʁɛːklɪc	ˈʊnɛɾtɾˌɛːklɪc	ʔʊnʔɛːɐtʁɛːklɪc	dict	[]	0.250	0.333	0.250
unethisch	ʊnʔeːtɪʃ	ˈʊnˌʔeːtɪʃ	ˈʊnˌeːtɪʃ	ʔʊnɛtɪʃ	dict	[]	0.250	0.250	0.500
unfair	ʊnfɛːr	ˈʊnˌfɛːɐ	ˈʊnfˌɛːɾ	ʔʊnfaɪʁ	dict	[]	0.500	0.500	0.667
unfallflüchtig	ʊnfalflʏctɪk	ˈʊnfalˌflʏctɪk	ˈʊnfˌalflyctˌɪc	ʔʊnfallflʏctɪc	dict	[]	0.167	0.333	0.167
unfallfrei	ʊnfalfʁaɪ	ˈʊnfalˌfʁaɪ	ˈʊnfˌalfrˌaɪ	ʔʊnfallfʁaeː	dict	[]	0.222	0.444	0.444
unflätig	ʊnflɛːtɪk	ˈʊnˌflɛːtɪk	ˈʊnflˌɛːtɪc	ʔʊnflɛːtɪc	dict	[]	0.222	0.222	0.111
unfreiwillig	ʊnfʁaɪvɪlɪc	ˈʊnˌfʁaɪˌvɪlɪk	ˈʊnfrˌaɪvɪlˌɪc	ʔʊnfʁaeːvɪllɪc	dict	[]	0.364	0.364	0.364
unfreundlich	ʔʊnfʁɔɪntlɪc	ˈʊnfʁɔɪntlɪc	ˈʊnfrˌɔøntlɪc	ʔʊnfʁɔɔʏntlɪc	dict	[]	0.083	0.333	0.167
unfreundlicher	ʔʊnfʁɔɪntlɪcɐ	ˈʊnfʁɔɪntlɪcɐ	ˈʊnfrˌɔøntlɪcɜ	ʔʊnfʁɔɔʏntlɪcɐ	dict	[]	0.077	0.385	0.154
unfreundlichsten	ʔʊnfʁɔɪntlɪcstn	ˈʊnfʁɔɪntlɪcstn	ˈʊnfrˌɔøntlɪcstən	ʔʊnfʁɔɔʏntlɪcstən	dict	[]	0.067	0.250	0.125
unfähig	ʊnfɛːɪk	ˈʊnˌfɛːɪk	ˈʊnfˌɛːɪc	ʊnfeːɪc	dict	[]	0.286	0.286	0.000
ungalant	ʊnɡalant	ˈʊnɡalant	ˈʊnɡalˌant	ʔʊngalant	dict	[]	0.125	0.250	0.250
ungar	ʊnɡaːr	ˈʊŋɡaʁ	ˈʊnɡˌɑːɾ	ʊŋgaʁ	dict	[]	0.667	0.667	0.667
ungebacken	ʊnɡəbakn	ˈʊnɡəˌbakn	ˈʊnɡəbˌakən	ʔʊngəbakən	dict	[]	0.250	0.375	0.375
ungebremst	ʊnɡəbʁɛmst	ˈʊnɡəbʁɛmst	ˈʊnɡəbɾˌɛmst	ʔʊngəbʁɛmst	dict	[]	0.100	0.300	0.200
ungebrochen	ʊnɡəbʁɔχn	ˈʊnɡəˌbʁɔxn	ˈʊnɡəbɾˌɔxən	ʔʊngəbʁɔxən	dict	[]	0.333	0.556	0.444
ungebräuchlich	ʊnɡəbʁɔɪclɪc	ˈʊnɡəˌbʁɔɪclɪc	ˈʊnɡəbɾˌɔøclɪc	ʔʊngəbʁɔɔʏclɪc	dict	[]	0.167	0.333	0.333
ungebunden	ʔʊnɡəbʊndən	ˈʊngəbˌʊndən	ˈʊnɡəbˌʊndən	ʔʊngəbʊndn	dict	[]	0.273	0.182	0.100
ungebändigt	ʊnɡəbɛndɪct	ˈʊnɡəˌbɛndɪct	ˈʊnɡəbˌɛndɪct	ʔʊngəbɛndɪkt	dict	[]	0.182	0.182	0.273
ungeduldig	ʔʊnɡədʊldɪc	ˈʊnɡədʊldɪk	ˈʊnɡədˌʊldɪc	ʔʊngədʊldɪc	dict	[]	0.182	0.182	0.091
ungeduldiger	ʔʊnɡədʊldɪɡɐ	ˈʊnɡədʊldɪɡɐ	ˈʊnɡədˌʊldɪɡɜ	ʔʊngədʊldɪgɐ	dict	[]	0.083	0.250	0.167
ungeduldigsten	ʔʊnɡədʊldɪcstn	ˈʊnɡədʊldɪkstn	ˈʊnɡədˌʊldɪcstən	ʔʊngədʊldɪcstn	dict	[]	0.143	0.133	0.071
ungefragt	ʊnɡəfʁaːkt	ˈʊngəfrˌɑːkt	ˈʊnɡəfrˌɑːkt	ʔʊngəfʁakt	dict	[]	0.500	0.400	0.300
ungefrühstückt	ʊnɡəfʁyːʃtʏkt	ˈʊnɡəˌfʁyːʃtʏkt	ˈʊnɡəfrˌyːʃtykt	ʔʊngəfʁyːstʏkt	dict	[]	0.154	0.308	0.231
ungefähr	ʊnɡəfɛːɐ	ʊnɡəˈfɛːɐ	ˈʊnɡəfˌɛːɾ	ʔʊngəfɛʁ	dict	[]	0.125	0.375	0.500
ungefährlich	ʊnɡəfɛːɐlɪc	ˈʊnɡəˌfɛːɐlɪc	ˈʊnɡəfˌɛːɾlɪc	ʔʊngəfɛʁlɪc	dict	[]	0.182	0.273	0.364
ungehalten	ʊŋɡəhaltn	ˈʊnɡəˌhaltn	ˈʊnɡəhˌaltən	ʔʊngəhaltən	dict	[]	0.333	0.444	0.444
ungehemmt	ʊnɡəhɛmt	ˈʊnɡəˌhɛmt	ˈʊnɡəhˌɛmt	ʔʊngəhɛmmt	dict	[]	0.250	0.250	0.375
ungeheuer	ʊnɡəhɔɪɐ	ˈʊnɡəˌhɔɪɐ	ˈʊnɡəhˌɔøɜ	ʔʊngəhɔɔʏɐ	dict	[]	0.250	0.500	0.500
ungehobelt	ʊnɡəhoːblt	ˈʊnɡəˌhoːblt	ˈʊnɡəhˌoːbəlt	ʔʊngəhoːbɛlt	dict	[]	0.200	0.300	0.300
ungehörig	ʊnɡəhøːʁɪc	ˈʊngəhˌøːrɪc	ˈʊnɡəhˌøːrɪc	ʔʊngəhøːʁɪc	dict	[]	0.400	0.300	0.200
ungekämmt	ʊnɡəkɛmt	ˈʊnɡəˌkɛmt	ˈʊnɡəkˌɛmt	ʔʊngəkɛmmt	dict	[]	0.250	0.250	0.375
ungelegen	ʊnɡəleːɡn	ˈʊnɡəˌleːɡn	ˈʊnɡəlˌeːɡən	ʔʊngəleːgən	dict	[]	0.222	0.333	0.444
ungelenk	ʊnɡəlɛŋk	ˈʊnɡəˌlɛŋk	ˈʊnɡəlˌɛŋk	ʔʊngəlɛŋk	dict	[]	0.250	0.250	0.250
ungemein	ʊnɡəmaɪn	ˈʊnɡəˌmaɪn	ˈʊnɡəmˌaɪn	ʔʊngəməɪn	dict	[]	0.250	0.250	0.375
ungemäht	unɡəmɛːt	ʊnɡəˈmɛːt	ˈʊnɡəmˌɛːt	ʔʊngəmɛt	compound	un|gemäht	0.250	0.375	0.500
ungenießbar	ʊnɡəniːsbaːɐ	ˈʊnɡəˌniːsbaːɐ	ˈʊnɡənˌiːsbɑːɾ	ʔʊngəniːjəssbaʁ	dict	[]	0.167	0.333	0.583
ungenutzt	ʊnɡənʊtst	ˈʊnɡəˌnʊtst	ˈʊnɡənˌʊtst	ʔʊngənʊtst	dict	[]	0.222	0.222	0.222
ungenügend	ʊnɡənyːɡnt	ˈʊnɡəˌnyːɡnt	ˈʊnɡənˌyːɡənt	ʔʊngənyːgɛnt	dict	[]	0.200	0.300	0.400
ungenügsam	ʊnɡənyːkzaːm	ˈʊnɡəˌnyːkzaːm	ˈʊnɡənˌyɡzɑːm	ʔʊngənyːkzaːl	dict	[]	0.167	0.417	0.250
ungeordnet	ʊnɡəʔɔʁdnət	ˈʊnɡəˌʔɔʁdnət	ˈʊnɡəˌɔɾdnət	ʔʊngəʔɔʁdnət	dict	[]	0.182	0.273	0.182
ungepflastert	ʊnɡəpflastɐt	ˈʊnɡəˌpflastɐt	ˈʊnɡəpflˌastɜt	ʔʊngəpflastɛʁt	dict	[]	0.167	0.250	0.333
ungerechnet	ʊnɡəʁɛcnət	ˈʊnɡəˌʁɛcnət	ˈʊnɡərˌɛcnət	ʔʊngəʁɛcnət	dict	[]	0.200	0.300	0.200
ungerechterweise	ʊnɡəʁɛctɐvaɪzə	ˈʊnɡəˈʁɛctɐˌvaɪzə	ˈʊnɡərˌɛctɜvˌaɪzə	ʔʊngəʁɛctɛʁvaeːzə	dict	[]	0.214	0.357	0.429
ungerechtfertigteste	ʊnɡəʁɛctfɛʁtɪctəstə	ˈʊngərˌɛctfɛɾtˌɪctəstə	ˈʊnɡərˌɛctfɛɾtˌɪctəstə	ʔʊngəʁɛctfɛʁtɪktɛstə	dict	[]	0.316	0.263	0.158
ungerechtfertigtestem	ʊnɡəʁɛctfɛʁtɪctəstəm	ˈʊngərˌɛctfɛɾtˌɪctəstəm	ˈʊnɡərˌɛctfɛɾtˌɪctəstəm	ʔʊngəʁɛctfɛʁtɪktɛstəm	dict	[]	0.300	0.250	0.150
ungerechtfertigtesten	ʊnɡəʁɛctfɛʁtɪctəstn	ˈʊngərˌɛctfɛɾtˌɪctəstən	ˈʊnɡərˌɛctfɛɾtˌɪctəstən	ʔʊngəʁɛctfɛʁtɪktɛstən	dict	[]	0.368	0.316	0.211
ungerechtfertigtester	ʊnɡəʁɛctfɛʁtɪctəstɐ	ˈʊngərˌɛctfɛɾtˌɪctəstɜ	ˈʊnɡərˌɛctfɛɾtˌɪctəstɜ	ʔʊngəʁɛctfɛʁtɪktɛstɐ	dict	[]	0.368	0.316	0.158
ungerechtfertigtestes	ʊnɡəʁɛctfɛʁtɪctəstəs	ˈʊngərˌɛctfɛɾtˌɪctəstəs	ˈʊnɡərˌɛctfɛɾtˌɪctəstəs	ʔʊngəʁɛctfɛʁtɪktɛstəs	dict	[]	0.300	0.250	0.150
ungern	ʊnɡɛʁn	ˈʊnˌɡɛʁn	ˈʊnɡˌɛɾn	ʔʊngəʁn	dict	[]	0.333	0.500	0.500
ungerundet	ʊnɡəʁʊndət	ˈʊnɡəˌʁʊndət	ˈʊnɡərˌʊndət	ʔʊngəʁʊndət	dict	[]	0.200	0.300	0.200
ungesalzen	ʊnɡəzaltsn	ˈʊnɡəˌzaltsn	ˈʊnɡəzˌaltsən	ʔʊngəzaltsən	dict	[]	0.200	0.300	0.300
ungeschehen	ʊnɡəʃeːən	ˈʊnɡəˌʃeːən	ˈʊnɡəʃˌeːən	ʔʊngəʃeːən	dict	[]	0.222	0.222	0.222
ungeschlacht	ʊnɡəʃlaχt	ˈʊnɡəˌʃlaxt	ˈʊnɡəʃlˌaxt	ʔʊngəʃlaxt	dict	[]	0.333	0.333	0.333
ungeschlechtlich	ʔʊnɡəʃlɛctlɪc	ˈʊnɡəˌʃlɛctlɪc	ˈʊnɡəʃlˌɛctlɪc	ʔʊngəʃlɛctlɪc	dict	[]	0.154	0.154	0.077
ungeschoren	ʊnɡəʃoːʁən	ˈʊnɡəˌʃoːʁən	ˈʊnɡəʃˌoːrən	ʔʊngəʃoːʁən	dict	[]	0.200	0.300	0.200
ungesichert	ʊnɡəzɪcɐt	ˈʊnɡəˌzɪcɐt	ˈʊnɡəzˌɪcɜt	ʔʊngəzɪcɛʁt	dict	[]	0.222	0.333	0.444
ungespannt	ʊnɡəʃpant	ˈʊnɡəˌʃpant	ˈʊnɡəʃpˌant	ʔʊngəʃpannt	dict	[]	0.222	0.222	0.333
ungestalt	ʊnɡəʃtalt	ʊnɡəˈʃtalt	ˈʊnɡəʃtˌalt	ʔʊngəʃtalt	compound	un|gestalt	0.111	0.222	0.222
ungestraft	ʊnɡəʃtʁaːft	ˈʊnɡəˌʃtʁaːft	ˈʊnɡəʃtɾˌaft	ʔʊngəʃtʁaft	dict	[]	0.182	0.364	0.273
ungeständig	ʊnɡəʃtɛndɪc	ˈʊnɡəˌʃtɛndɪk	ˈʊnɡəʃtˌɛndɪc	ʔʊngəʃtɛndɪc	dict	[]	0.273	0.182	0.182
ungesund	ʊnɡəzʊnt	ˈʊnɡəˌzʊnt	ˈʊnɡəzˌʊnt	ʔʊngəzʊnt	dict	[]	0.250	0.250	0.250
ungesäuert	ʊnɡəzɔɪɐt	ˈʊnɡəˌzɔɪɐt	ˈʊnɡəzˌɔøɜt	ʔʊngəzɔɔʏɐt	dict	[]	0.222	0.444	0.444
ungesühnt	ʊnɡəzyːnt	ˈʊnɡəˌzyːnt	ˈʊnɡəzˌyːnt	ʔʊngəzyːnt	dict	[]	0.222	0.222	0.222
ungesüßt	ʊnɡəzyːst	ˈʊnɡəˌzyːst	ˈʊnɡəzˌyst	ʔʊngəzʏsst	dict	[]	0.222	0.333	0.444
ungetan	ʊnɡətaːn	ˈʊnɡəˌtaːn	ˈʊnɡətˌɑːn	ʔʊngətan	dict	[]	0.250	0.375	0.375
ungeteilt	ʊnɡətaɪlt	ˈʊngətˌaɪlt	ˈʊnɡətˌaɪlt	ʔʊngətaeːlt	dict	[]	0.333	0.222	0.444
ungewollt	ʊnɡəvɔlt	ˈʊnɡəˌvɔlt	ˈʊnɡəvˌɔlt	ʔʊngəvɔllt	dict	[]	0.250	0.250	0.375
ungewöhnlich	ʊnɡəvøːnlɪc	ˈʊnɡəˌvøːnlɪc	ˈʊnɡəvˌøːnlɪc	ʊngəvøːnlɪc	dict	[]	0.182	0.182	0.091
ungewöhnlicherweise	ʊnɡəvøːnlɪcɐvaɪzə	ˈʊnɡəˌvøːnlɪcɐˈvaɪzə	ˈʊnɡəvˌøːnlɪcɜvˌaɪzə	ʔʊngəvɔʏnlɪcɛʁvaeːzə	compound	ungewöhnlicher|weise	0.176	0.235	0.471
ungeziemend	ʊnɡətsiːmənt	ˈʊnɡəˌtsiːmənt	ˈʊnɡətsˌiːmənt	ʔʊngətsiːmɛnt	dict	[]	0.167	0.167	0.250
ungezuckert	ʊnɡətsʊkɐt	ˈʊnɡəˌtsʊkɐt	ˈʊnɡətsˌʊkɜt	ʔʊngətsuːkɛʁt	dict	[]	0.200	0.300	0.600
ungeöffnet	ʊnɡəʔœfnət	ˈʊnɡəˌʔœfnət	ˈʊnɡəˌœfnət	ʔʊngəʔœffnət	dict	[]	0.200	0.200	0.300
ungeübt	ʊnɡəʔyːpt	ˈʊnɡəˌʔyːpt	ˈʊnɡəˌyːpt	ʔʊngəʔʏpt	dict	[]	0.222	0.222	0.444
ungiftig	ʊnɡɪftɪk	ˈʊnˌɡɪftɪk	ˈʊnɡˌɪftɪc	ʔʊngɪftɪc	dict	[]	0.250	0.250	0.250
unglaublich	ʊnɡlauplɪc	ʊnˈɡlaʊplɪc	ˈʊnɡlˌaʊplɪc	ʔʊnglaoːplɪc	dict	[]	0.200	0.300	0.400
unglaubwürdig	ʊnɡlaʊpvʏʁdɪc	ˈʊnɡlaʊpˌvʏʁdɪk	ˈʊnɡlˌaʊbvyɾdˌɪc	ʔʊnglaoːpvʏʁdɪc	dict	[]	0.231	0.462	0.308
ungleich	ʊnɡlaɪc	ˈʊnɡlaɪc	ˈʊnɡlˌaɪc	ʊnglaɪc	dict	[]	0.143	0.286	0.143
ungleichmäßig	ʊnɡlaɪcmɛːsɪc	ˈʊnɡlaɪcˌmɛːsɪk	ˈʊnɡlˌaɪcmɛːsˌɪc	ʔʊnglaeːcmɛszɪc	dict	[]	0.231	0.231	0.462
ungläubig	ʊnɡlɔɪbɪk	ˈʊnˌɡlɔɪbɪk	ˈʊnɡlˌɔøbɪc	ʔʊnglɔɔʏbɪc	dict	[]	0.222	0.333	0.444
unglücklich	ʊnɡlʏklɪc	ˈʊnˌɡlʏklɪc	ˈʊnɡlˌyklɪc	ʔʊnglʏklɪc	dict	[]	0.222	0.333	0.222
unglücklicherweise	ʊnɡlʏklɪcɐvaɪzə	ˌʊnɡlʏklɪcɐˈvaɪzə	ˈʊnɡlˌyklɪcɜvˌaɪzə	ʔʊnglʏklɪcɛʁvaeːzə	dict	[]	0.133	0.333	0.400
ungnädig	ʊnɡneːdɪk	ˈʊnˌɡnɛːdɪk	ˈʊnɡənˌɛːdɪc	ʔʊngnɛːdɪc	dict	[]	0.333	0.333	0.222
ungnädigen	ʊnɡnɛːdɪɡn	ˈʊnˌɡnɛːdɪɡn	ˈʊnɡənˌɛːdɪɡən	ʔʊngnɛːdɪgən	dict	[]	0.200	0.400	0.400
ungnädigste	ʊnɡnɛːdɪkstə	ˈʊnˌɡnɛːdɪkstə	ˈʊnɡənˌɛːdɪcstə	ʔʊngnɛːdɪgstə	dict	[]	0.167	0.250	0.250
ungnädigstem	ʊnɡnɛːdɪkstəm	ˈʊnˌɡnɛːdɪkstəm	ˈʊnɡənˌɛːdɪcstəm	ʔʊngnɛːdɪgstəm	dict	[]	0.154	0.231	0.231
ungnädigsten	ʊnɡnɛːdɪkstn	ˈʊnˌɡnɛːdɪkstn	ˈʊnɡənˌɛːdɪcstən	ʔʊngnɛːdɪgstən	dict	[]	0.167	0.333	0.333
ungnädigster	ʊnɡnɛːdɪkstɐ	ˈʊnˌɡnɛːdɪkstɐ	ˈʊnɡənˌɛːdɪcstɜ	ʔʊngnɛːdɪgstɐ	dict	[]	0.167	0.333	0.250
ungnädigstes	ʊnɡnɛːdɪkstəs	ˈʊnˌɡnɛːdɪkstəs	ˈʊnɡənˌɛːdɪcstəs	ʔʊngnɛːdɪgstəs	dict	[]	0.154	0.231	0.231
ungrammatisch	ʊnɡʁamatɪʃ	ˈʊnɡʁaˌmatɪʃ	ˈʊnɡɾˈamˌɑːtɪʃ	ʔʊngʁammatɪʃ	dict	[]	0.200	0.600	0.300
ungreifbar	ʊnɡʁaɪfbaːɐ	ʊnˈɡʁaɪfbaːɐ	ˈʊnɡɾˌaɪfbɑːɾ	ʔʊngʁaeːfbaʁ	dict	[]	0.091	0.455	0.545
ungustiös	ʊnɡʊstjøːs	ʊnɡʊsˈtiøːs	ˈʊnɡˌʊstiːˌøːs	ʔʊngʊstɪɔʏs	compound	un|gustiös	0.200	0.500	0.500
ungut	ʊŋɡuːt	ˈʊnˌɡuːt	ˈʊnɡˌuːt	ʊŋguːt	dict	[]	0.500	0.500	0.167
ungültig	ʊnɡʏltɪk	ˈʊnˌɡʏltɪk	ˈʊnɡˌyltɪc	ʔʊngʏltɪc	dict	[]	0.250	0.375	0.250
unhaltbar	ʊnhaltbaːr	ˈʊnˌhaltbaːɐ	ˈʊnhˌaltbɑːɾ	ʔʊnhaltbaʁ	dict	[]	0.300	0.400	0.300
unheilig	ʊnhaɪlɪc	ˈʊnˌhaɪlɪk	ˈʊnhˌaɪlɪc	ʔʊnhəiːlɪc	dict	[]	0.375	0.250	0.500
unheilvoll	ʊnhaɪlfɔl	ˈʊnhaɪlˌfɔl	ˈʊnhˌaɪlfɔl	ʔʊnhaeːlvɔll	dict	[]	0.222	0.222	0.556
unheimlich	ʊnhaɪmlɪc	ʊnˈhaɪmlɪc	ˈʊnhˌaɪmlɪc	ʊnhaɪmlɪc	dict	[]	0.111	0.222	0.000
unhistorisch	ʊnhɪstoːʁɪʃ	ˈʊnhɪsˌtoːʁɪʃ	ˈʊnhɪstˌoːrɪʃ	ʔʊnhɪstoːʁɪʃ	dict	[]	0.182	0.273	0.091
unhöflich	ʔʊnhøːflɪc	ˈʊnˌhøːflɪc	ˈʊnhˌøːflɪc	ʔʊnhœflɪc	dict	[]	0.200	0.200	0.200
uni	yniː	yˈniː	ˈuːniː	ʔuːniː	dict	[]	0.250	0.750	0.750
unieren	uniːʁən	uˈniːʁən	uːnˈiːrən	ʔʊniːʁən	dict	[]	0.143	0.429	0.286
uniert	uniːɐt	uˈniːɐt	uːnˈiːɾt	ʔʊniːʁt	dict	[]	0.167	0.500	0.500
unikal	unɪkaːl	ˌuniˈkaːl	ˌuːniːkˈɑːl	ʔʊniːkal	dict	[]	0.429	0.857	0.714
unilateral	unilatəʁaːl	ˌunilatəˈʁaːl	ˌuːniːlˌɑteːrˈɑːl	ʔʊniːlateːʁal	dict	[]	0.182	0.909	0.545
unional	unioːnaːl	ˌunioˈnaːl	ˌuːnɪoːnˈɑːl	ʔʊnɪoːnal	dict	[]	0.222	0.556	0.444
unislamisch	ʊnʔɪslaːmɪʃ	ˈʊnʔɪsˌlaːmɪʃ	ˌuːnɪslˈɑmɪʃ	ʔʊnɪslamɪʃ	dict	[]	0.182	0.545	0.273
unitaristisch	unitaʁɪstɪʃ	unitaˈʁɪstɪʃ	ˌuːniːtarˈɪstɪʃ	ʔʊniːtaʁɪstɪʃ	dict	[]	0.091	0.455	0.273
unitär	unitɛːɐ	uniˈtɛːɐ	ˌuːniːtˈɛːɾ	ʔʊniːtɛʁ	dict	[]	0.143	0.714	0.714
universal	univɛʁzaːl	univɛʁˈzaːl	ˌuːniːvˈɛɾzɑːl	uːniːvɛʁzaːl	dict	[]	0.100	0.600	0.200
universell	univɛʁzɛl	univɛʁˈzɛl	ˌuːniːvɛɾzˈɛl	ʔʊnʔiːvɛʁzɛll	dict	[]	0.111	0.556	0.556
universitär	univɛʁzitɛːɐ	ˌunivɛʁziˈtɛːɐ	ˌuːniːvˌɛɾziːtˈɛːɾ	ʔʊnʔiːvɛʁziːtɛʁ	dict	[]	0.167	0.667	0.583
universitätsübergreifend	univɛʁzitɛːtsyːbɐɡʁaɪfnt	ˌunivɛʁziˈtɛːtsˈyːbɐˌɡʁaɪfnt	ˌuːniːvˌɛɾziːtˈɛːtsˌyːbɜɡɾˌaɪfənt	ʔʊnʔiːvɛʁziːtɛtzyːbɛʁgʁaeːfɛnt	compound	universität|s|übergreifend	0.167	0.500	0.542
unkalkulierbar	ʊnkalkuliːɐbaːɐ	ˈʊnkalkuˌliːɐbaːɐ	ˈʊnkˌalkuːlˌiːɾbɑːɾ	ʔʊnkalkuːliːʁbaʁ	dict	[]	0.133	0.467	0.333
unkaputtbar	ʊnkapʊtbaːɐ	ʊnkaˈpʊtbaːɐ	ˈʊnkˌɑpʊtbˌɑːɾ	ʔʊnkapʊttbaʁ	dict	[]	0.091	0.545	0.364
unken	ʊŋkn	ˈʊŋkn	ˈʊŋkən	ʊŋkɛn	dict	[]	0.250	0.500	0.250
unkeusch	ʊnkɔɪʃ	ˈʊnkˌɔøʃ	ˈʊnkˌɔøʃ	ʔʊnkɔɔʏʃ	dict	[]	0.500	0.500	0.500
unkompliziert	ʊnkɔmplitsiːɐt	ˈʊnkɔmplitsiːɐt	ˈʊnkɔmpliːtsˌiːɾt	ʔʊnkɔmpliːtsiːʁt	dict	[]	0.071	0.286	0.214
unkonzentriert	ʊnkɔntsɛntʁiːɐt	ˈʊnkɔntsɛnˌtʁiːɐt	ˈʊnkɔntsɛntɾˌiːɾt	ʔʊnkɔntsɛntʁiːʁt	dict	[]	0.133	0.267	0.133
unkreativ	ʊnkʁeatiːf	ˈʊnkʁeaˌtiːf	ˈʊnkɾˌeːatˌiːf	ʔʊnkʁɛatiːf	dict	[]	0.200	0.500	0.200
unkundig	ʊnkʊndɪk	ˈʊnˌkʊndɪk	ˈʊnkˌʊndɪc	ʔʊnkʊndɪc	dict	[]	0.250	0.250	0.125
unkündbar	ʊnkʏntbaːr	ˈʊnˌkʏntbaːɐ	ˈʊnkˌyndbɑːɾ	ʔʊnkʏntbaʁ	dict	[]	0.300	0.600	0.300
unlauter	ʊnlaʊtɐ	ˈʊnˌlaʊtɐ	ˈʊnlˌaʊtɜ	ʔʊnlaoːtɐ	dict	[]	0.286	0.429	0.429
unleidig	ʊnlaɪdɪc	ˈʊnˌlaɪdɪk	ˈʊnlˌaɪdɪc	ʔʊnlaeːdɪc	dict	[]	0.375	0.250	0.375
unlesbar	ʊnleːsbaːr	ʊnˈleːsbaːɐ	ˈʊnlˌeːzbɑːɾ	ʔʊnlɛsbaʁ	dict	[]	0.200	0.500	0.500
unleserlich	ʊnleːzɐlɪc	ˈʊnˌleːzɐlɪc	ˈʊnlˌeːzɜlˌɪc	ʔʊnləsɐlɪc	dict	[]	0.200	0.400	0.400
unleugbar	ʊnlɔʏkbaːr	ˈʊnˌlɔɪkbaːɐ	ˈʊnlˌɔøɡbɑːɾ	ʔʊnlɔɔʏkbaʁ	dict	[]	0.400	0.600	0.400
unlieb	ʊnliːp	ˈʊnlˌiːp	ˈʊnlˌiːp	ʔʊnliːp	dict	[]	0.333	0.333	0.167
