grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
satisfaire	satisfɛʁ	satisfɛʁ	satisfˈɛʁ	satisfɛʁ	dict	[]	0.000	0.125	0.000
satisfaisable	satisfəzabl	satisfəzabl	satisfəzˈabl	satisfɛzabl	dict	[]	0.000	0.091	0.091
satisfaisant	satisfəzɑ	satisfəzɑ	satisfəzˈɑ	satisfəzɑ	dict	[]	0.000	0.111	0.000
satisfait	satisfɛ	satisfɛ	satisfˈɛ	satisfɛ	dict	[]	0.000	0.143	0.000
satisfecit	satisfesit	satisfesit	satisfsˈi	satisfesit	dict	[]	0.000	0.300	0.000
satiété	sasjete	sasjete	satjetˈe	sasjete	dict	[]	0.000	0.286	0.000
satrape	satʁap	satʁap	satʁˈap	satʁap	dict	[]	0.000	0.167	0.000
satura	satyʁa	satyʁa	satyʁˈa	satyʁa	dict	[]	0.000	0.167	0.000
saturai	satyʁe	satyʁɛ	satyʁˈe	satyʁɛ	dict	[]	0.167	0.167	0.167
saturaient	satyʁɛ	satyʁɛ	satyʁˈɛ	satyʁɛ	dict	[]	0.000	0.167	0.000
saturais	satyʁɛ	satyʁɛ	satyʁˈɛ	satyʁɛ	dict	[]	0.000	0.167	0.000
saturait	satyʁɛ	satyʁɛ	satyʁˈɛ	satyʁɛ	dict	[]	0.000	0.167	0.000
saturant	satyʁɑ	satyʁɑ	satyʁˈɑ	satyʁɑ	dict	[]	0.000	0.167	0.000
saturas	satyʁa	satyʁa	satyʁˈa	satyʁa	dict	[]	0.000	0.167	0.000
saturasse	satyʁas	satyʁas	satyʁˈas	satyʁas	dict	[]	0.000	0.143	0.000
saturassent	satyʁas	satyʁas	satyʁˈas	satyʁas	dict	[]	0.000	0.143	0.000
saturasses	satyʁas	satyʁas	satyʁˈas	satyʁas	dict	[]	0.000	0.143	0.000
saturassiez	satyʁasje	satyʁasje	satyʁasjˈe	satyʁasje	dict	[]	0.000	0.111	0.000
saturassions	satyʁasjɔ	satyʁasjɔ	satyʁasjˈɔ	satyʁasjɔ	dict	[]	0.000	0.111	0.000
saturation	satyʁasjɔ	satyʁasjɔ	satyʁasjˈɔ	satyʁasjɔ	dict	[]	0.000	0.111	0.000
saturations	satyʁasjɔ	satyʁasjɔ	satyʁasjˈɔ	satyʁasjɔ	dict	[]	0.000	0.111	0.000
sature	satyʁ	satyʁ	satˈyʁ	satyʁ	dict	[]	0.000	0.200	0.000
saturent	satyʁ	satyʁ	satˈyʁ	satyʁ	dict	[]	0.000	0.200	0.000
saturer	satyʁe	satyʁe	satyʁˈe	satyʁe	dict	[]	0.000	0.167	0.000
saturera	satyʁəʁa	satyʁəʁa	satyʁʁˈa	satyʁəʁa	dict	[]	0.000	0.250	0.000
saturerai	satyʁəʁe	satyʁəʁɛ	satyʁʁˈe	satyʁəʁɛ	dict	[]	0.125	0.250	0.125
satureraient	satyʁəʁɛ	satyʁəʁɛ	satyʁʁˈɛ	satyʁəʁɛ	dict	[]	0.000	0.250	0.000
saturerais	satyʁəʁɛ	satyʁəʁɛ	satyʁʁˈɛ	satyʁəʁɛ	dict	[]	0.000	0.250	0.000
saturerait	satyʁəʁɛ	satyʁəʁɛ	satyʁʁˈɛ	satyʁəʁɛ	dict	[]	0.000	0.250	0.000
satureras	satyʁəʁa	satyʁəʁa	satyʁʁˈa	satyʁəʁa	dict	[]	0.000	0.250	0.000
saturerez	satyʁəʁe	satyʁəʁe	satyʁʁˈe	satyʁəʁe	dict	[]	0.000	0.250	0.000
satureriez	satyʁəʁje	satyʁəʁje	satyʁəʁjˈe	satyʁəʁje	dict	[]	0.000	0.111	0.000
saturerions	satyʁəʁjɔ	satyʁəʁjɔ	satyʁəʁjˈɔ	satyʁəʁjɔ	dict	[]	0.000	0.111	0.000
saturerons	satyʁəʁɔ	satyʁəʁɔ	satyʁʁˈɔ	satyʁəʁɔ	dict	[]	0.000	0.250	0.000
satureront	satyʁəʁɔ	satyʁəʁɔ	satyʁʁˈɔ	satyʁəʁɔ	dict	[]	0.000	0.250	0.000
satures	satyʁ	satyʁ	satˈyʁ	satyʁ	dict	[]	0.000	0.200	0.000
saturez	satyʁe	satyʁe	satyʁˈe	satyʁe	dict	[]	0.000	0.167	0.000
saturiez	satyʁje	satyʁje	satyʁjˈe	satyʁje	dict	[]	0.000	0.143	0.000
saturions	satyʁjɔ	satyʁjɔ	satyʁjˈɔ	satyʁjɔ	dict	[]	0.000	0.143	0.000
saturnisme	satyʁnism	satyʁnism	satyʁnˈism	satyʁnism	dict	[]	0.000	0.111	0.000
saturons	satyʁɔ	satyʁɔ	satyʁˈɔ	satyʁɔ	dict	[]	0.000	0.167	0.000
saturâmes	satyʁam	satyʁam	satyʁˈaːm	satyʁam	dict	[]	0.000	0.286	0.000
saturât	satyʁa	satyʁa	satyʁˈaː	satyʁa	dict	[]	0.000	0.333	0.000
saturâtes	satyʁat	satyʁat	satyʁˈaːt	satyʁat	dict	[]	0.000	0.286	0.000
saturèrent	satyʁɛʁ	satyʁɛʁ	satyʁˈɛʁ	satyʁɛʁ	dict	[]	0.000	0.143	0.000
saturé	satyʁe	satyʁe	satyʁˈe	satyʁe	dict	[]	0.000	0.167	0.000
satyre	satiʁ	satiʁ	satˈiʁ	satiʁ	dict	[]	0.000	0.200	0.000
satyresse	satiʁɛs	satiʁɛs	satiʁˈɛs	satiʁɛs	dict	[]	0.000	0.143	0.000
satyriquement	satiʁikmɑ	satiʁikmɑ	satiʁikmˈɑ	satiʁikmɑ	compound	satyrique|ment	0.000	0.111	0.000
sauce	sos	sos	sˈos	sos	dict	[]	0.000	0.333	0.000
saucisse	sosis	sosis	sosˈis	sosis	dict	[]	0.000	0.200	0.000
saucisson	sosisɔ	sosisɔ	sosisˈɔ	sosisɔ	dict	[]	0.000	0.167	0.000
saucissonnage	sosisɔnaʒ	sosisɔnaʒə	sosisɔnˈaʒ	sosisɔnaʒ	compound	saucissonna|ge	0.111	0.111	0.000
saucière	sosjɛʁ	sosjɛʁ	sosjˈɛʁ	sosjɛʁ	dict	[]	0.000	0.167	0.000
sauf	sof	sof	sˈof	sof	dict	[]	0.000	0.333	0.000
sauge	soʒ	soʒ	sˈoʒ	soʒ	dict	[]	0.000	0.333	0.000
saugrenu	soɡʁəny	sogʁəny	soɡʁənˈy	soɡʁəny	dict	[]	0.143	0.143	0.000
saulaie	solɛ	solɛ	solˈɛ	solɛ	dict	[]	0.000	0.250	0.000
saule	sol	sol	sˈol	sol	dict	[]	0.000	0.333	0.000
saumon	somɔ	somɔ	somˈɔ	somɔ	dict	[]	0.000	0.250	0.000
saumons	somɔ	somɔ	somˈɔ	somɔ	dict	[]	0.000	0.250	0.000
saumure	somyʁ	somyʁ	somˈyʁ	somyʁ	dict	[]	0.000	0.200	0.000
saumurer	somyʁe	somyʁe	somyʁˈe	somyʁe	dict	[]	0.000	0.167	0.000
saumuroise	somyʁwaz	somyʁwaz	somyʁwˈaz	somyʁwaz	compound	saumur|oise	0.000	0.125	0.000
sauna	sona	sona	sonˈa	sona	dict	[]	0.000	0.250	0.000
saupoudrer	sopudʁe	sopudʁe	sopudʁˈe	sopudʁe	dict	[]	0.000	0.143	0.000
saupoudreuse	sopudʁøz	sopudʁøz	sopudʁˈøz	sopudʁøz	dict	[]	0.000	0.125	0.000
saur	sɔʁ	sɔʁ	sˈoʁ	soʁ	dict	[]	0.000	0.667	0.333
saurer	sɔʁe	sɔʁe	soʁˈe	soʁe	dict	[]	0.000	0.250	0.000
sauriasis	sɔʁjazi	sɔʁjazi	soʁjazˈi	soʁjazi	dict	[]	0.000	0.143	0.000
saurien	sɔʁjɛ	sɔʁjɛ	soʁjˈɛ	soʁjɛ	dict	[]	0.000	0.200	0.000
saurir	sɔʁiʁ	sɔʁiʁ	soʁˈiʁ	soʁiʁ	compound	saur|ir	0.000	0.200	0.000
saurochorie	sɔʁɔʃɔʁi	sɔʁɔkɔʁi	soʁoʃoʁˈi	soʁɔʃɔʁi	compound	saur|ocho|rie	0.125	0.375	0.000
sauropode	sɔʁɔpɔd	sɔʁɔpɔd	soʁopˈɔd	soʁɔpɔd	dict	[]	0.000	0.286	0.000
sauropside	sɔʁɔpsid	sɔʁɔpsid	soʁɔpsˈid	soʁɔpsid	compound	saur|opsi|de	0.000	0.125	0.000
saut	so	so	sˈo	so	dict	[]	0.000	0.500	0.000
saute	sot	sot	sˈot	sot	dict	[]	0.000	0.333	0.000
sauter	sote	sote	sotˈe	sote	dict	[]	0.000	0.250	0.000
sauterelle	sotʁɛl	sotʁɛl	sotʁˈɛl	sotʁɛl	dict	[]	0.000	0.167	0.000
sauterie	sotʁi	sotʁi	sotʁˈi	sotʁi	dict	[]	0.000	0.200	0.000
sauteur	sotœʁ	sotœʁ	sotˈœʁ	sotœʁ	dict	[]	0.000	0.200	0.000
sauteurs	sotœʁ	sotœʁ	sotˈœʁ	sotœʁ	dict	[]	0.000	0.200	0.000
sauteuse	sotøz	sotøz	sotˈøz	sotøz	dict	[]	0.000	0.200	0.000
sauteuses	sotøz	sotøz	sotˈøz	sotøz	dict	[]	0.000	0.200	0.000
sautillante	sotijɑt	sotijɑt	sotijˈɑt	sotijɑt	dict	[]	0.000	0.143	0.000
sautiller	sotije	sotije	sotijˈe	sotije	dict	[]	0.000	0.167	0.000
sautoir	sotwaʁ	sotwaʁ	sotwˈaʁ	sotwaʁ	dict	[]	0.000	0.167	0.000
sauts	so	so	sˈo	so	dict	[]	0.000	0.500	0.000
sauté	sote	sote	sotˈe	sote	dict	[]	0.000	0.250	0.000
sautée	sote	sote	sotˈe	sote	dict	[]	0.000	0.250	0.000
sauva	sova	sova	sovˈa	sova	dict	[]	0.000	0.250	0.000
sauvable	sovabl	sovabl	sovˈabl	sovabl	compound	sauva|ble	0.000	0.167	0.000
sauvables	sovabl	sovabl	sovˈabl	sovabl	compound	sauva|bles	0.000	0.167	0.000
sauvage	sovaʒ	sovaʒ	sovˈaʒ	sovaʒ	dict	[]	0.000	0.200	0.000
sauvageon	sovaʒɔ	sovaʒɔ	sovaʒˈɔ	sovaʒɔ	dict	[]	0.000	0.167	0.000
sauvagerie	sovaʒʁi	sovaʒʁi	sovaʒʁˈi	sɔvaʒʁi	dict	[]	0.000	0.143	0.143
sauvagesse	sovaʒɛs	sovaʒɛs	sovaʒˈɛs	sovaʒɛs	dict	[]	0.000	0.143	0.000
sauvai	sove	sovɛ	sovˈe	sove	dict	[]	0.250	0.250	0.000
sauvais	sovɛ	sovɛ	sovˈɛ	sovɛ	dict	[]	0.000	0.250	0.000
sauve	sov	sov	sˈov	sov	dict	[]	0.000	0.333	0.000
sauvegarde	sovɡaʁd	sovgaʁd	sovɡˈaʁd	sovɡaʁd	dict	[]	0.143	0.143	0.000
sauvegarder	sovɡaʁde	sovgaʁde	sovɡaʁdˈe	sovɡaʁde	dict	[]	0.125	0.125	0.000
sauvent	sov	sov	sˈov	sov	dict	[]	0.000	0.333	0.000
sauver	sove	sove	sovˈe	sove	dict	[]	0.000	0.250	0.000
sauverai	sovʁe	sovəʁɛ	sovʁˈe	sovəʁe	dict	[]	0.400	0.200	0.200
sauverais	sovʁɛ	sovəʁɛ	sovʁˈɛ	sovəʁɛ	dict	[]	0.200	0.200	0.200
sauves	sov	sov	sˈov	sov	dict	[]	0.000	0.333	0.000
sauvetage	sovtaʒ	sovtaʒ	sovtˈaʒ	sovtaʒ	dict	[]	0.000	0.167	0.000
sauveteur	sovtœʁ	sovtœʁ	sovtˈœʁ	sovtœʁ	dict	[]	0.000	0.167	0.000
sauveur	sovœʁ	sovœʁ	sovˈœʁ	sovœʁ	dict	[]	0.000	0.200	0.000
sauveurs	sovœʁ	sovœʁ	sovˈœʁ	sovœʁ	dict	[]	0.000	0.200	0.000
sauveuse	sovøz	sovøz	sovˈøz	sovøz	compound	sauve|use	0.000	0.200	0.000
sauvez	sove	sove	sovˈe	sove	dict	[]	0.000	0.250	0.000
sauviez	sovje	sovje	sovjˈe	sovje	dict	[]	0.000	0.200	0.000
sauvignon	soviɲɔ	soviɲɔ	sovinjˈɔ	soviɲɔ	dict	[]	0.000	0.500	0.000
sauvions	sovjɔ	sovjɔ	sovjˈɔ	sovjɔ	dict	[]	0.000	0.200	0.000
sauvons	sovɔ	sovɔ	sovˈɔ	sovɔ	dict	[]	0.000	0.250	0.000
sauvât	sova	sova	sovˈaː	sova	dict	[]	0.000	0.500	0.000
sauvèrent	sovɛʁ	sovɛʁ	sovˈɛʁ	sovɛʁ	dict	[]	0.000	0.200	0.000
savais	savɛ	savɛ	savˈɛ	savɛ	dict	[]	0.000	0.250	0.000
savait	savɛ	savɛ	savˈɛ	savɛ	dict	[]	0.000	0.250	0.000
savamment	savamɑ	savamɑ	savamˈɑ	savamɑ	dict	[]	0.000	0.167	0.000
savane	savan	savan	savˈan	savan	dict	[]	0.000	0.200	0.000
savanne	savan	savan	savˈan	savan	compound	sa|vanne	0.000	0.200	0.000
savant	savɑ	savɑ	savˈɑ	savɑ	dict	[]	0.000	0.250	0.000
savante	savɑt	savɑt	savˈɑt	savɑt	dict	[]	0.000	0.200	0.000
savate	savat	savat	savˈat	savat	dict	[]	0.000	0.200	0.000
savent	sav	sav	sˈav	sav	dict	[]	0.000	0.333	0.000
savetier	savətje	savətje	savətjˈe	savtje	dict	[]	0.000	0.143	0.143
savetiers	savtje	savtje	savətjˈe	savtje	dict	[]	0.000	0.333	0.000
saveur	savœʁ	savœʁ	savˈœʁ	savœʁ	dict	[]	0.000	0.200	0.000
savez	save	save	savˈe	save	dict	[]	0.000	0.250	0.000
savoir	savwaʁ	savwaʁ	savwˈaʁ	savwaʁ	dict	[]	0.000	0.167	0.000
savoirs	savwaʁ	savwaʁ	savwˈaʁ	savwaʁ	dict	[]	0.000	0.167	0.000
savoisien	savwazjɛ	savwazjɛ	savwazjˈɛ	savwazjɛ	dict	[]	0.000	0.125	0.000
savoisienne	savwazjɛn	savwazjɛn	savwazjˈɛn	savwazjɛn	dict	[]	0.000	0.111	0.000
savon	savɔ	savɔ	savˈɔ	savɔ	dict	[]	0.000	0.250	0.000
savonnette	savɔnɛt	savɔnɛt	savɔnˈɛt	savɔnɛt	dict	[]	0.000	0.143	0.000
savons	savɔ	savɔ	savˈɔ	savɔ	dict	[]	0.000	0.250	0.000
savourer	savuʁe	savuʁe	savuʁˈe	savuʁe	dict	[]	0.000	0.167	0.000
savoureuse	savuʁøz	savuʁøz	savuʁˈøz	savuʁøz	dict	[]	0.000	0.143	0.000
savoureusement	savuʁøzmɑ	savuʁøzmɑ	savuʁøzmˈɑ	savuʁøzmɑ	compound	savoureuse|ment	0.000	0.111	0.000
savoureux	savuʁø	savuʁø	savuʁˈø	savuʁø	dict	[]	0.000	0.167	0.000
savoyard	savwajaʁ	savwajaʁ	savwajˈaʁ	savɔjaʁ	dict	[]	0.000	0.125	0.250
saxicole	saksikɔl	saksikɔl	saksikˈɔl	saksikɔl	compound	sa|xi|cole	0.000	0.125	0.000
saxifrage	saksifʁaʒ	saksifʁaʒ	saksifʁˈaʒ	saksifʁaʒ	dict	[]	0.000	0.111	0.000
saxifrages	saksifʁaʒ	saksifʁaʒ	saksifʁˈaʒ	saksifʁaʒ	dict	[]	0.000	0.111	0.000
saxon	saksɔ	saksɔ	saksˈɔ	saksɔ	dict	[]	0.000	0.200	0.000
saxophone	saksɔfɔn	saksɔfɔn	saksofˈɔn	saksɔfɔn	dict	[]	0.000	0.250	0.000
saxophoner	saksɔfɔne	saksɔfɔne	saksofonˈe	saksɔfɔne	dict	[]	0.000	0.333	0.000
saxophoniste	saksɔfɔnist	saksɔfɔnist	saksofonˈist	saksɔfɔnist	dict	[]	0.000	0.273	0.000
saynète	sɛnɛt	sɛnɛt	sɛnˈɛt	sɛnɛt	dict	[]	0.000	0.200	0.000
sayon	sɛjɔ	sɛjɔ	sɛjˈɔ	sajɔ	dict	[]	0.000	0.250	0.250
saïga	saiɡa	saiɡa	saiɡˈa	saiɡa	dict	[]	0.000	0.200	0.000
saïgonnais	sajɡɔnɛ	saiɡɔnɛ	saiɡɔnˈɛ	saiɡɔnɛ	compound	sa|ï|gon|nais	0.143	0.286	0.143
sbire	zbiʁ	sbiʁ	zbˈiʁ	sbiʁ	dict	[]	0.250	0.250	0.250
scabieuse	skabjøz	skabjøz	skabjˈøz	skabjøz	dict	[]	0.000	0.143	0.000
scabieux	skabjø	skabjø	skabjˈø	skabjø	dict	[]	0.000	0.167	0.000
scabreux	skabʁø	skabʁø	skabʁˈø	skabʁø	dict	[]	0.000	0.167	0.000
scalaire	skalɛʁ	skalɛʁ	skalˈɛʁ	skalɛʁ	dict	[]	0.000	0.167	0.000
scalaires	skalɛʁ	skalɛʁ	skalˈɛʁ	skalɛʁ	dict	[]	0.000	0.167	0.000
scalap	skalap	skalap	skalˈap	skalap	compound	sc|ala|p	0.000	0.167	0.000
scalpel	skalpɛl	skalpɛl	skalpˈɛl	skalpɛl	dict	[]	0.000	0.143	0.000
scalper	skalpe	skalpe	skalpˈe	skalpe	dict	[]	0.000	0.167	0.000
scalène	skalɛn	skalɛn	skalˈɛn	skalɛn	dict	[]	0.000	0.167	0.000
scandale	skɑdal	skɑdal	skɑdˈal	skɑdal	dict	[]	0.000	0.167	0.000
scandaleuse	skɑdaløz	skɑdaløz	skɑdalˈøz	skɑdaløz	dict	[]	0.000	0.125	0.000
scandaleuses	skɑdaløz	skɑdaløz	skɑdalˈøz	skɑdaløz	dict	[]	0.000	0.125	0.000
scandaleux	skɑdalø	skɑdalø	skɑdalˈø	skɑdalø	dict	[]	0.000	0.143	0.000
scandalisa	skɑdaliza	skɑdaliza	skɑdalizˈa	skɑdaliza	dict	[]	0.000	0.111	0.000
scandalisai	skɑdalize	skɑdalizɛ	skɑdalizˈe	skɑdalizɛ	dict	[]	0.111	0.111	0.111
scandalisaient	skɑdalizɛ	skɑdalizɛ	skɑdalizˈɛ	skɑdalizɛ	dict	[]	0.000	0.111	0.000
scandalisais	skɑdalizɛ	skɑdalizɛ	skɑdalizˈɛ	skɑdalizɛ	dict	[]	0.000	0.111	0.000
scandalisait	skɑdalizɛ	skɑdalizɛ	skɑdalizˈɛ	skɑdalizɛ	dict	[]	0.000	0.111	0.000
scandalisant	skɑdalizɑ	skɑdalizɑ	skɑdalizˈɑ	skɑdalizɑ	dict	[]	0.000	0.111	0.000
scandalisas	skɑdaliza	skɑdaliza	skɑdalizˈa	skɑdaliza	dict	[]	0.000	0.111	0.000
scandalisasse	skɑdalizas	skɑdalizas	skɑdalizˈas	skɑdalizas	dict	[]	0.000	0.100	0.000
scandalisassent	skɑdalizas	skɑdalizas	skɑdalizˈas	skɑdalizas	dict	[]	0.000	0.100	0.000
scandalisasses	skɑdalizas	skɑdalizas	skɑdalizˈas	skɑdalizas	dict	[]	0.000	0.100	0.000
scandalisassiez	skɑdalizasje	skɑdalizasje	skɑdalizasjˈe	skɑdalizasje	dict	[]	0.000	0.083	0.000
scandalisassions	skɑdalizasjɔ	skɑdalizasjɔ	skɑdalizasjˈɔ	skɑdalizasjɔ	dict	[]	0.000	0.083	0.000
scandalise	skɑdaliz	skɑdaliz	skɑdalˈiz	skɑdaliz	dict	[]	0.000	0.125	0.000
scandalisent	skɑdaliz	skɑdaliz	skɑdalˈiz	skɑdaliz	dict	[]	0.000	0.125	0.000
scandalisera	skɑdalizʁa	skɑdalizəʁa	skɑdalizʁˈa	skɑdalizəʁa	dict	[]	0.100	0.100	0.100
scandaliserai	skɑdalizʁe	skɑdalizəʁɛ	skɑdalizʁˈe	skɑdalizəʁe	dict	[]	0.200	0.100	0.100
scandaliseraient	skɑdalizʁɛ	skɑdalizəʁɛ	skɑdalizʁˈɛ	skɑdalizəʁɛ	dict	[]	0.100	0.100	0.100
scandaliserais	skɑdalizʁɛ	skɑdalizəʁɛ	skɑdalizʁˈɛ	skɑdalizəʁɛ	dict	[]	0.100	0.100	0.100
scandaliserait	skɑdalizʁɛ	skɑdalizəʁɛ	skɑdalizʁˈɛ	skɑdalizəʁɛ	dict	[]	0.100	0.100	0.100
scandaliseras	skɑdalizʁa	skɑdalizəʁa	skɑdalizʁˈa	skɑdalizəʁa	dict	[]	0.100	0.100	0.100
scandaliserez	skɑdalizʁe	skɑdalizəʁe	skɑdalizʁˈe	skɑdalizəʁe	dict	[]	0.100	0.100	0.100
scandaliseriez	skɑdalizəʁje	skɑdalizəʁje	skɑdalizəʁjˈe	skɑdalizəʁje	dict	[]	0.000	0.083	0.000
scandaliserions	skɑdalizəʁjɔ	skɑdalizəʁjɔ	skɑdalizəʁjˈɔ	skɑdalizəʁjɔ	dict	[]	0.000	0.083	0.000
scandaliserons	skɑdalizʁɔ	skɑdalizəʁɔ	skɑdalizʁˈɔ	skɑdalizəʁɔ	dict	[]	0.100	0.100	0.100
scandaliseront	skɑdalizʁɔ	skɑdalizəʁɔ	skɑdalizʁˈɔ	skɑdalizəʁɔ	dict	[]	0.100	0.100	0.100
scandalises	skɑdaliz	skɑdaliz	skɑdalˈiz	skɑdaliz	dict	[]	0.000	0.125	0.000
scandalisez	skɑdalize	skɑdalize	skɑdalizˈe	skɑdalize	dict	[]	0.000	0.111	0.000
scandalisiez	skɑdalizje	skɑdalizje	skɑdalizjˈe	skɑdalizje	dict	[]	0.000	0.100	0.000
scandalisions	skɑdalizjɔ	skɑdalizjɔ	skɑdalizjˈɔ	skɑdalizjɔ	dict	[]	0.000	0.100	0.000
scandalisons	skɑdalizɔ	skɑdalizɔ	skɑdalizˈɔ	skɑdalizɔ	dict	[]	0.000	0.111	0.000
scandalisâmes	skɑdalizam	skɑdalizam	skɑdalizˈaːm	skɑdalizam	dict	[]	0.000	0.200	0.000
scandalisât	skɑdaliza	skɑdaliza	skɑdalizˈaː	skɑdaliza	dict	[]	0.000	0.222	0.000
scandalisâtes	skɑdalizat	skɑdalizat	skɑdalizˈaːt	skɑdalizat	dict	[]	0.000	0.200	0.000
scandalisèrent	skɑdalizɛʁ	skɑdalizɛʁ	skɑdalizˈɛʁ	skɑdalizɛʁ	dict	[]	0.000	0.100	0.000
scandalisé	skɑdalize	skɑdalize	skɑdalizˈe	skɑdalize	dict	[]	0.000	0.111	0.000
scandent	skɑdɑ	skɑd	skˈɑd	skɑd	dict	[]	0.200	0.400	0.200
scandentien	skɑdɑsjɛ	skɑdɑsjɛ	skɑdɑtjˈɛ	skɑdɑsjɛ	dict	[]	0.000	0.250	0.000
scander	skɑde	skɑde	skɑdˈe	skɑde	dict	[]	0.000	0.200	0.000
scandinave	skɑdinav	skɑdinav	skɑdinˈav	skɑdinav	dict	[]	0.000	0.125	0.000
scandium	skɑdjɔm	skɑdjɔm	skɑdjˈɔm	skɑdjɔm	dict	[]	0.000	0.143	0.000
scanner	skane	skane	skanˈe	skanɛʁ	dict	[]	0.000	0.200	0.400
scanneur	skanœʁ	skanœʁ	skanˈœʁ	skanœʁ	compound	sc|anne|ur	0.000	0.167	0.000
scaphandre	skafɑdʁ	skafɑdʁ	skafˈɑdʁ	skafɑdʁ	dict	[]	0.000	0.143	0.000
scaphoïde	skafɔid	skafɔid	skafɔˈid	skafɔid	dict	[]	0.000	0.143	0.000
scarabée	skaʁabe	skaʁabe	skaʁabˈe	skaʁabe	dict	[]	0.000	0.143	0.000
scare	skaʁ	skaʁ	skˈaʁ	skaʁ	compound	sc|are	0.000	0.250	0.000
scarifier	skaʁifje	skaʁifje	skaʁifjˈe	skaʁifje	dict	[]	0.000	0.125	0.000
scariole	skaʁjɔl	skaʁjɔl	skaʁjˈɔl	skaʁjɔl	dict	[]	0.000	0.143	0.000
scarlatine	skaʁlatin	skaʁlatin	skaʁlatˈin	skaʁlatin	dict	[]	0.000	0.111	0.000
scarole	skaʁɔl	skaʁɔl	skaʁˈɔl	skaʁɔl	dict	[]	0.000	0.167	0.000
scatophage	skatɔfaʒ	skatɔfaʒ	skatofˈaʒ	skatɔfaʒ	dict	[]	0.000	0.250	0.000
sceau	so	so	sˈo	so	dict	[]	0.000	0.500	0.000
sceaux	so	so	sˈo	so	dict	[]	0.000	0.500	0.000
scellant	selɑ	selɑ	sɛlˈɑ	sɛlɑ	dict	[]	0.000	0.250	0.000
scelle	sɛl	sel	sˈɛl	sɛl	dict	[]	0.333	0.333	0.000
scellement	sɛlmɑ	sɛlmɑ	sɛlmˈɑ	sɛlmɑ	dict	[]	0.000	0.200	0.000
sceller	sele	sele	sɛlˈe	sele	dict	[]	0.000	0.250	0.000
scepticisme	sɛptisism	sɛptisism	sɛptisˈism	sɛptisism	dict	[]	0.000	0.111	0.000
sceptique	sɛptik	sɛptik	sɛptˈik	sɛptik	dict	[]	0.000	0.167	0.000
sceptiquement	sɛptikmɑ	sɛptikmɑ	sɛptikmˈɑ	sɛptikmɑ	compound	sceptique|ment	0.000	0.125	0.000
sceptre	sɛptʁ	sɛptʁ	sˈɛptʁ	sɛptʁ	dict	[]	0.000	0.200	0.000
sceptres	sɛptʁ	sɛptʁ	sˈɛptʁ	sɛptʁ	dict	[]	0.000	0.200	0.000
schah	ʃa	ʃa	ʃˈa	ʃa	dict	[]	0.000	0.500	0.000
schismatique	ʃismatik	ʃismatik	ʃismatˈik	ʃismatik	dict	[]	0.000	0.125	0.000
schisme	ʃism	ʃism	ʃˈism	ʃism	dict	[]	0.000	0.250	0.000
schiste	ʃist	ʃist	ʃˈist	ʃist	dict	[]	0.000	0.250	0.000
schizogonie	ʃizɔɡɔni	ʃizɔɡɔni	skizoɡonˈi	ʃizoɡɔni	dict	[]	0.000	0.625	0.125
schizophrène	skizɔfʁɛn	skizɔfʁɛn	skizɔfʁˈɛn	skizɔfʁɛn	dict	[]	0.000	0.111	0.000
schizophrénie	skizɔfʁeni	skizɔfʁeni	skizɔfʁenˈi	skizɔfʁeni	dict	[]	0.000	0.100	0.000
schizothymie	ʃizɔtimi	ʃizɔtimi	skizotimˈi	ʃizɔtimi	dict	[]	0.000	0.500	0.000
schizoïde	skizɔid	skizɔid	skizɔˈid	ʃizɔid	dict	[]	0.000	0.143	0.286
schizoïdie	ʃizɔidi	ʃizɔidi	skizɔidˈi	ʃizɔidi	dict	[]	0.000	0.429	0.000
schlass	ʃlas	ʃlas	ʃlˈas	sklas	dict	[]	0.000	0.250	0.500
schleu	ʃlø	ʃlø	ʃlˈø	sklø	dict	[]	0.000	0.333	0.667
schlinguer	ʃlɛɡe	ʃlɛge	ʃlɛɡˈe	ʃlɛɡe	dict	[]	0.200	0.200	0.000
schmilblick	ʃmilblik	ʃmilblik	ʃmilblˈik	ʃmilblik	dict	[]	0.000	0.125	0.000
schnaps	ʃnaps	ʃnaps	ʃnˈap	sknap	dict	[]	0.000	0.400	0.600
schneck	ʃnɛk	ʃnɛk	ʃnˈɛk	sknɛk	dict	[]	0.000	0.250	0.500
schnock	ʃnɔk	ʃnɔk	ʃnˈɔk	sknɔk	dict	[]	0.000	0.250	0.500
schtroumpf	ʃtʁumf	ʃtʁumf	ˌɛssˈetʁˈumpf	ʃtʁumf	dict	[]	0.000	1.333	0.000
schtroumpfante	ʃtʁumfant	ʃtʁumfɑt	ˌɛssˈetʁumpfˈɑt	sktʁumfɑt	compound	schtroumpf|ante	0.222	1.000	0.444
schtroumpfer	ʃtʁumfe	ʃtʁumfe	ˌɛssˈetʁumpfˈe	sktʁumfe	compound	schtroumpf|er	0.000	1.143	0.286
schuss	ʃus	ʃus	ʃˈus	ʃus	dict	[]	0.000	0.333	0.000
schème	ʃɛm	ʃɛm	ʃˈɛm	ʃɛm	compound	[]	0.000	0.333	0.000
schéma	ʃema	ʃema	ʃemˈa	ʃema	dict	[]	0.000	0.250	0.000
schématique	ʃematik	ʃematik	ʃematˈik	ʃematik	dict	[]	0.000	0.143	0.000
